datetime,S01_E_004,S01_E_053,S01_E_054,S01_E_055,S01_E_051,S01_E_052,S02_E_246,S02_E_249,S02_E_247,S02_E_250,S02_E_248,S02_E_251,S02_E_252,S02_E_253,S02_E_254,S02_E_255,S01_E_021,S01_E_022,F26_E_259,F28_E_262,F25_E_256,F25_E_257,F26_E_258,F26_E_261,F28_E_264,F26_E_260,F28_E_263,S01_E_057,S02_E_015,S02_E_016,F16_E_154,F16_E_155,F17_E_169,F17_E_170,F16_E_150,F16_E_156,F16_E_157,F16_E_158,F17_E_165,F17_E_171,F17_E_172,F17_E_173,F16_E_144,F16_E_147,F16_E_149,F17_E_159,F17_E_162,F17_E_164,F16_E_148,F17_E_163,F16_E_145,F16_E_146,F17_E_160,F17_E_161,F16_E_151,F16_E_152,F16_E_153,F17_E_166,F17_E_167,F17_E_168,S01_E_001,S01_E_002,S01_E_003,S02_E_005,S02_E_006,S02_E_007,S02_E_008,S01_E_049,S01_E_050,S01_E_058,S01_E_041,S01_E_048,S01_E_056,S01_E_059,S01_E_060,S01_E_061,S01_E_062,S01_E_027,S01_E_028,S01_E_063,S01_E_064,S01_E_065,S01_E_066,S01_E_067,S01_E_068,F01_E_073,F02_E_078,F03_E_083,F04_E_088,F05_E_093,F06_E_098,F07_E_103,F08_E_108,F09_E_113,F10_E_118,F11_E_123,F12_E_128,F13_E_133,F14_E_138,F15_E_143,F18_E_178,F19_E_183,F20_E_188,F21_E_193,F22_E_198,F23_E_203,F24_E_208,F25_E_213,F26_E_218,F28_E_223,S01_E_042,S03_E_035,F00_E_044,F00_E_069,F00_E_070,F01_E_036,F01_E_037,F01_E_040,F01_E_072,F02_E_076,F02_E_077,F03_E_081,F03_E_082,F04_E_086,F04_E_087,F05_E_091,F05_E_092,F06_E_096,F06_E_097,F07_E_101,F07_E_102,F08_E_106,F08_E_107,F09_E_111,F09_E_112,F10_E_116,F10_E_117,F11_E_121,F11_E_122,F12_E_126,F12_E_127,F13_E_131,F13_E_132,F14_E_136,F14_E_137,F15_E_141,F15_E_142,F18_E_176,F18_E_177,F19_E_181,F19_E_182,F20_E_186,F20_E_187,F21_E_191,F21_E_192,F22_E_196,F22_E_197,F23_E_201,F23_E_202,F24_E_206,F24_E_207,F25_E_211,F25_E_212,F26_E_216,F26_E_217,F27_E_221,F27_E_222,F28_E_225,F00_E_013,F00_E_014,F01_E_038,F01_E_039,F01_E_071,F02_E_074,F02_E_075,F03_E_079,F03_E_080,F04_E_084,F04_E_085,F05_E_089,F05_E_090,F06_E_094,F06_E_095,F07_E_099,F07_E_100,F08_E_104,F08_E_105,F09_E_109,F09_E_110,F10_E_114,F10_E_115,F11_E_119,F11_E_120,F12_E_124,F12_E_125,F13_E_129,F13_E_130,F14_E_134,F14_E_135,F15_E_139,F15_E_140,F18_E_174,F18_E_175,F19_E_179,F19_E_180,F20_E_184,F20_E_185,F21_E_189,F21_E_190,F22_E_194,F22_E_195,F23_E_199,F23_E_200,F24_E_204,F24_E_205,F25_E_209,F25_E_210,F26_E_214,F26_E_215,F27_E_219,F27_E_220,F28_E_224,S01_E_019,S01_E_045,S01_E_046,S02_E_011,S03_E_029,S01_E_018,S01_E_020,S01_E_023,S01_E_024,S01_E_025,S01_E_026,S01_E_047,S02_E_009,S02_E_010,S02_E_012,S03_E_030,S03_E_031,S03_E_032,S03_E_033,S03_E_034,F08_E_226,F08_E_227,F08_E_228,F08_E_229,F08_E_230,F08_E_231,F08_E_232,F08_E_233,F08_E_234,F08_E_235,F12_E_236,F12_E_237,F12_E_238,F12_E_239,F12_E_240,F12_E_241,F12_E_242,F12_E_243,F12_E_244,F12_E_245
15/06/2023,32.35,8860,0,0,0.36,0,162.77,147.67,45.69,45.89,111.68,97.6,1.65,1.11,2.31,2.23,15,19.6,25.8,9.1,5.2,4.8,19.5,14.5,8.5,12.0,0.6,37.6,7.0,9.0,0.1,0.4,2.6,0.2,15.1,31.7,26.2,42.1,7.9,26.1,24.1,36.3,51.0,21.0,0.0,3.9,14.0,0.0,126.0,102.0,58.0,10.0,12.0,10.0,6.7,5.1,9.5,7.3,5.1,6.9,42.2,41.0,16.8,50.4,33.8,45.3,34.7,31.3,26.5,15.9,459.6,465.9,786.0,1.1,1.1,175.6,168.7,55.7,49.7,2.2,6.7,30.1,55.6,1.9,58.8,230.6,149.6,137.8,118.2,130.5,110.1,117.9,114.4,106.8,132.0,116.5,121.0,101.6,44.8,122.0,187.0,132.7,100.2,111.8,136.9,177.1,124.2,154.4,158.6,208.9,141.0,93.3,7.0,29.0,27.0,0.0,0.0,59.0,7.0,11.0,14.0,8.0,15.0,11.0,11.0,9.0,16.0,8.0,13.0,6.0,14.0,7.0,12.0,8.0,18.0,11.0,12.0,8.0,27.0,9.0,13.0,8.0,15.0,10.0,20.0,7.0,16.0,10.0,13.0,7.0,12.0,8.0,11.0,9.0,9.0,8.0,11.0,8.0,8.0,10.0,21.0,21.0,8.0,10.0,33.0,44.0,3.0,117.5,53.0,2.0,0.0,18.0,18.0,69.0,24.0,69.0,18.0,63.0,14.0,72.0,19.0,28.0,52.0,36.0,48.0,94.0,44.0,48.0,47.0,97.0,43.0,36.0,61.0,43.0,55.0,40.0,57.0,42.0,47.0,44.0,55.0,64.0,15.0,74.0,23.0,63.0,17.0,65.0,16.0,77.0,16.0,76.0,24.0,44.0,49.0,54.0,75.0,99.0,23.0,47.0,44.0,0.7,74.0,1.0,1.0,69.0,0.0,79.0,50.0,0.0,0.0,0.0,14.4,14.0,5.0,45.0,64.1,185.0,231.0,2.4,0.4,2.3,0.1,12.2,8.4,5.5,7.1,0.0,0.9,29.5,27.1,32.6,0.0,15.1,6.2,4.7,5.7,0.9,0.6,33.5,32.1,32.2
16/06/2023,32.35,8648,0,0,0.37,0,113.8,199.11,1,96.02,110.66,96.69,0,2.24,0,4.39,14,19.6,14.5,3.7,5.2,2.8,15.0,14.6,3.7,0.2,0.0,37.6,6.0,9.0,0.1,0.4,1.4,0.2,15.5,35.9,22.8,42.2,9.8,31.5,25.2,36.3,49.0,16.0,0.0,3.8,13.0,0.0,127.0,108.0,49.0,10.0,11.0,9.0,6.8,5.1,8.2,7.1,4.5,6.5,42.2,41.1,16.8,50.4,33.8,45.1,34.7,30.1,27.5,16.0,460.1,466.5,786.0,1.0,1.1,187.3,182.0,36.6,32.5,2.2,6.3,30.9,34.8,10.7,41.2,252.7,160.8,142.5,118.2,141.3,108.3,104.3,116.4,101.5,135.4,118.6,121.4,112.4,43.9,127.3,191.6,133.5,101.9,117.5,130.9,178.7,123.4,112.3,149.6,175.8,146.0,79.5,7.0,29.0,26.0,0.0,0.0,60.0,7.0,10.0,14.0,7.0,11.0,11.0,11.0,9.0,13.0,8.0,11.0,6.0,11.0,7.0,9.0,9.0,15.0,11.0,11.0,7.0,27.0,10.0,11.0,8.0,10.0,10.0,14.0,8.0,12.0,11.0,11.0,8.0,10.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,11.0,14.0,22.0,8.0,9.0,31.0,45.0,2.0,117.3,54.0,3.0,0.0,18.0,18.0,69.0,27.0,63.0,16.0,59.0,14.0,66.0,16.0,26.0,50.0,34.0,45.0,95.0,42.0,49.0,43.0,96.0,43.0,36.0,58.0,43.0,51.0,41.0,50.0,40.0,43.0,43.0,50.0,61.0,12.0,72.0,25.0,61.0,15.0,63.0,19.0,75.0,12.0,77.0,20.0,44.0,37.0,48.0,68.0,86.0,15.0,36.0,45.0,0.3,70.0,2.0,1.0,62.0,0.0,77.0,50.0,0.0,0.0,0.0,11.9,14.0,4.0,45.0,63.4,187.0,232.0,2.4,0.3,3.0,0.0,12.9,8.4,5.1,7.5,0.0,0.8,31.9,26.9,32.6,0.0,15.8,6.1,4.6,5.6,1.3,0.5,34.6,32.4,31.1
17/06/2023,32.36,7868,0,0,0.37,0,114.92,203.11,1.03,98.71,111.91,97.71,0,2.24,0,4.45,13,17.8,4.3,1.1,2.8,2.9,14.4,4.2,1.0,0.3,0.0,37.6,6.0,10.0,0.1,0.2,0.7,0.2,15.5,30.4,27.0,37.6,10.4,24.1,23.2,39.7,51.0,11.0,0.0,3.6,8.0,0.0,121.0,102.0,36.0,10.0,11.0,9.0,6.8,5.1,9.6,8.0,5.0,7.3,42.2,41.0,16.8,50.4,33.6,45.2,34.7,30.4,28.2,16.0,457.5,464.0,780.0,1.1,1.1,150.4,147.0,2.1,2.3,2.1,3.5,6.9,2.0,2.0,2.3,257.1,155.6,130.2,120.0,132.8,109.6,102.3,110.7,114.3,129.5,108.1,106.4,101.7,44.9,110.3,187.8,127.9,95.4,107.0,120.5,174.2,115.0,112.9,118.0,165.2,114.0,74.2,7.0,30.0,26.0,0.0,0.0,59.0,3.0,11.0,9.0,8.0,7.0,11.0,8.0,8.0,10.0,8.0,7.0,7.0,9.0,6.0,7.0,9.0,11.0,11.0,9.0,8.0,23.0,9.0,6.0,8.0,5.0,10.0,7.0,7.0,8.0,11.0,9.0,7.0,6.0,10.0,6.0,8.0,6.0,9.0,6.0,8.0,6.0,11.0,12.0,21.0,6.0,10.0,31.0,44.0,2.0,117.4,53.0,2.0,0.0,18.0,1.0,66.0,15.0,58.0,11.0,58.0,13.0,66.0,12.0,27.0,45.0,33.0,40.0,95.0,37.0,53.0,38.0,97.0,34.0,38.0,41.0,40.0,38.0,40.0,37.0,36.0,32.0,43.0,38.0,61.0,11.0,68.0,19.0,61.0,9.0,63.0,11.0,72.0,13.0,72.0,15.0,43.0,32.0,40.0,56.0,72.0,5.0,31.0,44.0,0.4,49.0,1.0,1.0,55.0,0.0,70.0,49.0,0.0,0.0,0.0,0.6,14.0,4.0,28.0,63.1,181.0,232.0,2.5,0.3,1.8,0.0,13.1,8.4,5.4,8.2,0.0,0.7,26.9,25.2,33.6,0.0,16.1,6.3,4.6,5.9,0.8,0.3,26.3,22.3,34.3
18/06/2023,32.34,6648,0,0,0.38,0,114.72,204.5,1,100.11,111.96,97.6,0,2.25,0,4.47,13,17.5,4.3,1.0,2.8,2.9,14.7,4.2,1.1,0.2,0.0,37.4,6.0,9.0,0.1,0.1,0.7,0.0,17.1,22.6,19.7,35.8,13.9,19.0,18.9,34.9,52.0,11.0,0.0,3.7,7.0,0.0,80.0,74.0,31.0,13.0,3.0,13.0,6.8,5.0,9.7,8.0,5.0,7.3,42.1,40.9,16.8,50.4,33.4,45.3,34.7,31.8,30.7,15.9,498.5,504.3,862.0,1.0,1.1,147.8,145.1,2.1,2.0,2.2,3.6,6.1,2.0,2.0,2.3,147.8,98.0,78.9,78.6,91.8,80.8,68.5,73.1,74.9,88.6,64.5,69.9,72.4,47.7,80.1,150.7,97.8,74.3,72.4,97.3,144.2,93.3,84.9,46.1,101.9,71.0,79.9,7.0,30.0,25.0,0.0,0.0,59.0,2.0,14.0,9.0,8.0,7.0,15.0,7.0,13.0,11.0,8.0,8.0,5.0,8.0,7.0,7.0,12.0,10.0,16.0,8.0,11.0,24.0,13.0,6.0,12.0,4.0,13.0,7.0,11.0,8.0,15.0,8.0,12.0,6.0,13.0,7.0,12.0,6.0,8.0,7.0,11.0,6.0,14.0,12.0,23.0,6.0,13.0,30.0,44.0,2.0,1.6,50.0,4.0,0.0,17.0,1.0,66.0,8.0,59.0,3.0,57.0,4.0,66.0,4.0,26.0,44.0,33.0,40.0,99.0,37.0,53.0,30.0,97.0,28.0,40.0,34.0,40.0,29.0,43.0,29.0,38.0,28.0,43.0,35.0,61.0,8.0,69.0,6.0,61.0,3.0,64.0,3.0,75.0,3.0,75.0,5.0,45.0,24.0,38.0,53.0,68.0,2.0,30.0,43.0,0.1,49.0,2.0,2.0,59.0,0.0,68.0,49.0,0.0,0.0,0.0,0.6,14.0,4.0,28.0,63.0,182.0,231.0,2.5,0.4,1.8,0.0,14.6,8.4,5.4,8.2,0.0,0.7,23.1,19.6,29.8,0.0,17.0,6.3,4.6,5.9,0.8,0.3,23.1,18.6,27.8
19/06/2023,32.32,10212,0,0,0.37,0,174.53,138.5,58.18,38.31,110.16,96.27,1.9,0.94,2.76,1.87,14,19.4,13.4,7.6,2.9,2.9,17.7,13.6,7.6,0.2,0.0,37.0,7.0,10.0,0.1,0.4,1.5,0.3,18.1,47.8,39.0,56.3,15.2,51.6,34.5,51.2,53.0,18.0,0.0,4.1,13.0,0.0,169.0,155.0,51.0,10.0,16.0,9.0,6.4,5.1,9.0,7.5,4.3,7.3,42.1,41.0,16.8,50.3,33.4,45.3,34.4,32.5,33.2,16.0,459.9,466.4,787.0,1.1,1.1,232.5,227.3,47.8,41.5,2.2,5.7,34.8,47.3,34.9,55.0,319.9,201.3,200.5,161.1,185.2,155.7,144.3,157.9,143.1,173.1,149.3,162.5,140.2,63.0,148.9,232.3,158.2,139.2,153.2,172.2,220.4,169.6,183.3,215.6,219.6,178.0,74.4,7.0,29.0,26.0,0.0,0.0,60.0,3.0,10.0,16.0,8.0,13.0,11.0,13.0,9.0,19.0,8.0,13.0,7.0,12.0,7.0,12.0,9.0,17.0,11.0,13.0,8.0,27.0,10.0,12.0,8.0,13.0,9.0,18.0,7.0,15.0,15.0,12.0,9.0,11.0,10.0,9.0,8.0,9.0,8.0,8.0,8.0,8.0,10.0,24.0,22.0,8.0,9.0,30.0,44.0,2.0,116.8,54.0,2.0,0.0,19.0,28.0,71.0,27.0,65.0,18.0,64.0,15.0,72.0,18.0,28.0,54.0,34.0,45.0,99.0,44.0,53.0,46.0,99.0,44.0,41.0,62.0,45.0,51.0,44.0,53.0,43.0,49.0,46.0,55.0,65.0,9.0,78.0,18.0,64.0,16.0,69.0,17.0,82.0,14.0,81.0,21.0,50.0,51.0,49.0,67.0,90.0,19.0,44.0,45.0,0.0,80.0,1.0,1.0,64.0,0.0,77.0,50.0,0.0,0.0,0.0,13.4,15.0,4.0,45.0,63.0,185.0,231.0,2.8,0.3,2.1,0.0,15.1,8.3,5.1,7.1,0.0,0.9,43.4,41.6,47.6,0.0,18.9,5.8,4.1,5.4,1.5,0.5,53.0,32.4,53.5
20/06/2023,32.33,11168,0,0,0.38,0,185.43,135.61,61.32,37.31,108.82,94.91,3.08,0,2.97,1.5,13,18.3,19.0,7.4,3.5,2.9,16.5,14.6,7.5,4.8,0.0,36.7,6.0,9.0,0.1,0.4,1.9,0.3,16.5,59.8,48.1,58.8,15.3,54.4,44.3,57.3,51.0,23.0,0.0,4.3,15.0,0.0,193.0,177.0,58.0,9.0,13.0,9.0,6.2,5.2,8.6,7.4,4.8,7.0,42.1,40.9,16.8,50.3,33.4,45.2,35.3,32.3,34.4,16.0,462.0,468.4,791.0,1.1,1.1,247.3,244.6,51.1,45.8,2.1,6.5,33.4,49.9,51.1,55.3,361.6,248.7,240.8,172.4,214.9,196.2,179.0,194.4,195.9,197.2,185.5,185.7,174.7,69.7,171.3,268.0,195.2,161.4,187.5,204.3,239.8,189.2,183.3,244.5,250.3,202.0,74.0,7.0,29.0,27.0,0.0,0.0,60.0,11.0,11.0,14.0,7.0,13.0,11.0,11.0,8.0,20.0,8.0,14.0,6.0,13.0,7.0,12.0,9.0,16.0,11.0,13.0,8.0,28.0,9.0,14.0,8.0,13.0,10.0,19.0,7.0,17.0,9.0,13.0,7.0,12.0,13.0,10.0,8.0,9.0,9.0,9.0,8.0,8.0,11.0,26.0,21.0,8.0,10.0,30.0,45.0,3.0,116.7,54.0,4.0,0.0,19.0,24.0,75.0,25.0,65.0,16.0,61.0,15.0,74.0,20.0,29.0,54.0,35.0,46.0,100.0,44.0,52.0,45.0,102.0,49.0,44.0,66.0,47.0,50.0,44.0,53.0,46.0,52.0,46.0,58.0,67.0,15.0,80.0,24.0,64.0,9.0,73.0,17.0,82.0,16.0,80.0,20.0,50.0,53.0,49.0,74.0,95.0,22.0,48.0,45.0,0.0,84.0,2.0,1.0,59.0,0.0,78.0,49.0,0.0,0.0,0.0,4.8,14.0,4.0,50.0,63.0,187.0,229.0,2.8,0.4,8.4,0.0,15.5,8.1,4.6,7.5,0.0,0.8,65.2,47.9,55.7,0.0,20.1,6.0,4.7,5.8,1.4,0.7,53.8,51.5,56.9
21/06/2023,32.3,10728,0,0,0.36,0,171.04,161.95,43.86,63.1,108.51,94.45,3.08,0,1.9,2.57,13,18.4,13.9,2.9,3.2,2.4,18.6,14.3,2.9,0.0,0.0,36.8,6.0,10.0,0.1,0.5,1.2,0.3,19.7,48.4,39.3,52.3,15.9,44.0,47.8,48.5,53.0,22.0,0.0,4.2,14.0,0.0,166.0,161.0,56.0,10.0,17.0,10.0,5.9,5.1,8.1,7.1,4.9,7.1,42.0,40.8,16.8,50.2,33.3,44.6,35.5,32.0,34.0,16.0,456.1,462.8,782.0,1.1,1.1,255.8,256.1,28.3,45.6,2.1,7.1,30.4,51.1,52.8,45.8,388.9,205.7,226.1,152.9,192.7,171.8,149.1,178.1,168.2,194.7,152.1,154.9,170.1,80.8,152.1,235.5,179.9,126.0,176.6,178.4,225.3,180.6,213.4,195.4,231.6,184.0,83.9,7.0,30.0,26.0,0.0,0.0,60.0,8.0,11.0,15.0,7.0,14.0,11.0,11.0,9.0,20.0,8.0,13.0,6.0,13.0,7.0,11.0,8.0,18.0,11.0,13.0,7.0,27.0,10.0,13.0,8.0,13.0,10.0,20.0,8.0,17.0,10.0,12.0,6.0,12.0,8.0,10.0,8.0,9.0,8.0,8.0,8.0,8.0,11.0,26.0,22.0,8.0,10.0,30.0,44.0,2.0,116.6,53.0,3.0,0.0,20.0,27.0,77.0,27.0,65.0,18.0,63.0,13.0,75.0,19.0,28.0,54.0,48.0,46.0,100.0,44.0,55.0,47.0,103.0,47.0,41.0,66.0,49.0,51.0,47.0,56.0,47.0,54.0,48.0,57.0,67.0,15.0,80.0,25.0,63.0,11.0,72.0,17.0,81.0,17.0,80.0,23.0,51.0,59.0,49.0,70.0,88.0,16.0,41.0,45.0,0.0,69.0,1.0,1.0,65.0,0.0,80.0,49.0,0.0,0.0,0.0,5.3,14.0,4.0,52.0,63.0,205.0,229.0,2.5,0.4,11.4,0.1,17.5,7.8,4.9,6.5,0.0,0.9,53.3,45.1,54.4,0.0,21.6,6.1,4.7,5.6,1.3,0.5,46.9,37.6,47.0
22/06/2023,32.3,11260,0,0,0.37,0,171.04,161.95,43.86,63.1,108.51,94.45,1.67,1.12,1.9,2.57,14,18.7,22.7,8.9,0.9,1.0,16.8,17.2,6.8,6.2,2.1,37.1,6.0,9.0,0.1,0.4,2.3,0.3,19.4,53.0,43.6,58.0,16.4,57.7,46.5,55.0,55.0,18.0,0.0,4.4,14.0,0.0,181.0,181.0,55.0,10.0,14.0,9.0,6.3,5.1,9.4,7.9,4.7,7.1,42.0,40.8,16.8,50.2,33.3,45.2,35.5,34.6,34.5,16.0,456.8,463.0,781.0,1.1,1.1,263.6,262.9,31.4,45.5,2.2,6.9,27.1,47.0,49.4,53.7,403.1,244.0,217.2,162.9,206.5,184.3,166.8,186.9,171.1,195.9,166.0,177.5,166.1,74.2,172.5,250.3,181.7,157.0,174.2,197.0,247.1,187.3,227.3,249.2,267.3,218.0,82.1,7.0,29.0,27.0,0.0,0.0,61.0,3.0,10.0,15.0,8.0,13.0,12.0,11.0,8.0,20.0,8.0,13.0,6.0,12.0,7.0,12.0,9.0,16.0,11.0,14.0,8.0,27.0,9.0,14.0,8.0,13.0,10.0,18.0,7.0,17.0,15.0,13.0,8.0,11.0,9.0,9.0,9.0,10.0,8.0,10.0,8.0,9.0,10.0,26.0,21.0,9.0,9.0,30.0,43.0,2.0,116.2,55.0,3.0,0.0,20.0,20.0,77.0,26.0,62.0,19.0,62.0,14.0,76.0,20.0,29.0,55.0,54.0,47.0,103.0,46.0,56.0,45.0,105.0,49.0,44.0,68.0,51.0,58.0,49.0,58.0,48.0,53.0,48.0,59.0,68.0,6.0,78.0,34.0,65.0,17.0,73.0,17.0,86.0,17.0,82.0,25.0,51.0,53.0,48.0,67.0,99.0,19.0,53.0,41.0,0.0,72.0,2.0,2.0,61.0,0.0,82.0,49.0,0.0,0.0,0.0,9.3,14.0,5.0,55.0,63.0,208.0,228.0,2.8,0.3,11.1,0.0,18.0,7.6,5.3,6.2,0.0,0.9,58.7,51.7,51.3,0.0,21.8,6.1,4.6,5.8,1.4,0.5,57.4,35.6,61.2
23/06/2023,32.31,9902,0,0,0.37,0,171.04,161.95,43.86,63.1,108.51,94.45,0,2.23,1.9,2.57,14,18.8,14.2,1.1,0.8,1.6,17.7,14.5,1.1,0.0,0.0,37.3,7.0,9.0,0.1,0.2,1.3,0.1,17.3,43.8,30.9,51.1,14.7,40.3,36.2,45.3,52.0,14.0,0.0,4.0,12.0,0.0,152.0,143.0,48.0,9.0,12.0,9.0,5.9,5.0,9.6,8.0,4.4,6.9,42.0,40.8,16.8,49.5,33.3,44.9,35.5,32.5,36.3,16.0,452.9,459.5,771.0,1.1,1.1,228.3,222.6,33.1,28.4,2.2,6.2,29.7,32.1,32.7,36.7,308.6,198.4,181.5,139.8,170.6,159.3,138.0,159.0,130.5,153.4,139.7,148.8,137.2,69.3,142.7,224.2,176.3,128.2,143.7,158.7,214.6,167.6,165.9,110.7,241.3,208.0,69.9,7.0,29.0,27.0,0.0,0.0,60.0,3.0,11.0,13.0,7.0,9.0,11.0,9.0,9.0,16.0,8.0,11.0,6.0,10.0,7.0,9.0,9.0,14.0,11.0,12.0,8.0,26.0,10.0,11.0,8.0,10.0,10.0,14.0,7.0,14.0,10.0,10.0,7.0,9.0,9.0,9.0,8.0,8.0,9.0,7.0,8.0,7.0,11.0,26.0,21.0,8.0,9.0,30.0,39.0,2.0,116.3,58.0,3.0,0.0,19.0,1.0,74.0,26.0,60.0,15.0,59.0,13.0,72.0,17.0,27.0,50.0,49.0,43.0,98.0,42.0,55.0,45.0,97.0,48.0,41.0,59.0,44.0,54.0,45.0,57.0,44.0,48.0,44.0,55.0,63.0,12.0,75.0,31.0,64.0,14.0,70.0,20.0,79.0,13.0,79.0,23.0,49.0,51.0,47.0,86.0,87.0,14.0,37.0,21.0,0.0,54.0,1.0,1.0,60.0,0.0,79.0,49.0,0.0,0.0,0.0,3.6,14.0,4.0,50.0,62.9,188.0,229.0,2.6,0.3,5.3,0.0,15.4,7.8,5.5,6.3,0.0,0.8,42.3,43.6,47.7,0.0,18.6,6.3,4.6,5.6,0.9,0.4,38.9,37.1,49.3
24/06/2023,32.3,9180,0,0,0.36,0,171.04,161.95,43.86,63.1,108.51,94.45,0,2.24,1.9,2.57,12,17.7,2.8,1.0,0.8,1.0,15.9,2.9,1.0,0.0,0.0,37.3,6.0,10.0,0.1,0.2,0.8,0.2,16.5,46.7,43.8,50.5,13.8,45.0,37.6,49.0,52.0,10.0,0.0,3.8,8.0,0.0,167.0,153.0,36.0,10.0,12.0,9.0,6.7,5.0,9.6,8.1,5.0,7.3,42.0,40.8,16.8,50.3,33.4,45.2,35.5,31.7,34.9,16.0,455.5,462.3,779.0,1.1,1.1,169.8,168.5,2.5,2.1,2.1,3.6,7.0,2.0,2.1,2.1,356.2,185.1,190.5,152.9,174.0,153.4,142.6,158.2,148.8,170.0,148.9,151.0,149.1,62.8,144.2,233.3,181.1,143.9,169.8,185.5,233.1,178.5,90.7,52.0,109.0,215.0,65.5,7.0,30.0,26.0,0.0,0.0,60.0,12.0,11.0,9.0,7.0,7.0,11.0,8.0,9.0,12.0,8.0,8.0,6.0,8.0,7.0,7.0,8.0,11.0,12.0,11.0,8.0,24.0,9.0,6.0,8.0,4.0,10.0,7.0,8.0,7.0,8.0,7.0,6.0,6.0,10.0,7.0,8.0,6.0,8.0,6.0,8.0,7.0,11.0,24.0,22.0,6.0,10.0,29.0,39.0,2.0,116.3,52.0,7.0,0.0,18.0,26.0,71.0,16.0,56.0,11.0,58.0,13.0,69.0,12.0,27.0,45.0,47.0,39.0,97.0,39.0,55.0,38.0,97.0,39.0,41.0,42.0,41.0,34.0,43.0,36.0,40.0,37.0,44.0,38.0,58.0,15.0,73.0,22.0,62.0,9.0,66.0,12.0,78.0,14.0,86.0,16.0,47.0,44.0,34.0,84.0,65.0,4.0,31.0,22.0,0.0,50.0,2.0,1.0,42.0,0.0,77.0,49.0,0.0,0.0,0.0,1.6,14.0,4.0,31.0,62.9,184.0,228.0,2.5,0.3,1.1,0.0,14.9,7.7,6.0,6.8,0.0,0.7,44.4,40.4,47.8,0.0,16.9,6.3,4.6,5.9,0.8,0.3,41.2,41.6,44.3
25/06/2023,32.3,8366,0,0,0.37,0,171.04,161.95,43.86,63.1,108.51,94.45,0,2.25,1.9,2.57,14,18.1,2.7,1.1,0.8,1.0,15.9,2.9,1.1,0.0,0.0,36.0,6.0,9.0,0.1,0.2,0.6,0.1,17.6,49.0,35.9,49.7,12.7,39.7,38.7,43.9,52.0,10.0,0.0,3.7,7.0,0.0,136.0,124.0,30.0,14.0,3.0,13.0,6.7,5.0,9.7,7.9,5.0,7.4,42.7,40.9,16.8,50.3,33.6,45.2,35.5,30.9,35.3,15.7,477.4,483.5,821.0,1.1,1.1,140.8,139.9,2.0,1.9,2.1,3.6,6.8,2.0,2.0,2.0,406.6,142.1,173.7,136.2,152.8,131.8,125.9,119.2,130.3,143.8,130.7,128.5,135.2,59.5,134.1,205.1,160.1,133.3,165.9,158.0,211.3,155.0,91.0,52.7,109.6,189.0,66.0,7.0,29.0,24.0,0.0,0.0,60.0,2.0,13.0,9.0,9.0,8.0,15.0,7.0,12.0,12.0,8.0,7.0,6.0,9.0,7.0,7.0,13.0,10.0,15.0,10.0,11.0,24.0,14.0,6.0,12.0,5.0,13.0,7.0,11.0,8.0,8.0,7.0,6.0,6.0,13.0,6.0,12.0,7.0,8.0,7.0,11.0,7.0,14.0,24.0,23.0,5.0,12.0,30.0,39.0,2.0,1.5,51.0,2.0,0.0,17.0,2.0,70.0,8.0,57.0,2.0,57.0,4.0,68.0,4.0,27.0,44.0,37.0,40.0,96.0,38.0,54.0,30.0,97.0,30.0,39.0,34.0,41.0,25.0,41.0,30.0,39.0,31.0,43.0,34.0,58.0,17.0,70.0,16.0,62.0,3.0,65.0,2.0,77.0,3.0,87.0,5.0,47.0,37.0,34.0,70.0,66.0,1.0,31.0,21.0,0.1,55.0,1.0,1.0,46.0,0.0,73.0,32.0,0.0,0.0,0.0,5.8,14.0,4.0,31.0,62.2,183.0,228.0,2.6,0.3,1.2,0.0,14.3,7.7,5.9,6.8,0.0,0.7,41.7,31.8,44.8,0.0,16.8,6.2,4.7,5.9,0.9,0.3,46.5,40.8,40.2
